ROW12:28.41,28.41,22.41,22.41,22.41,24.64,24.64,24.19,24.19,24.19,19.64,19.64,19.64,16.29,16.29,16.29,20.39,20.39,20.39,27.76,27.76,27.76,32.98,32.98,33.86,33.86,33.86,32.45,32.45,32.45
ROW13:30.23,32.01,32.01,26.76,26.76,26.76,24.92,24.92,24.92,20.48,20.48,20.48,16.63,16.63,16.63,18.26,18.26,18.26,25.8,25.8,31.8,31.8,31.8,34.1,34.1,34.1,33.88,33.88,33.88,33.17
ROW14:32.32,32.32,26.8,26.8,26.8,25.41,25.41,25.41,21.76,21.76,21.76,17.57,17.57,17.57,17.89,17.89,17.89,23.73,23.73,30.73,30.73,30.73,34.14,34.14,34.14,34.58,34.58,34.58,34.14,34.14
ROW15:33.97,28.29,28.29,28.29,26.17,26.17,26.17,25.03,25.03,25.03,20.85,20.85,20.85,18.02,18.02,21.17,21.17,21.17,28.17,28.17,28.17,32.97,32.97,32.97,34.04,34.04,34.04,34.51,34.51,34.51
ROW16:34.3,34.3,34.3,27.3,27.3,27.3,25.69,25.69,25.69,23.42,23.42,23.42,20.86,20.86,20.86,21.3,21.3,24.58,24.58,24.58,30.45,30.45,30.45,33.26,33.26,33.26,34.45,34.45,34.45,34.17
ROW17:34.08,34.08,26.67,26.67,26.67,25.48,25.48,25.48,24.67,24.67,24.67,23.67,23.67,23.67,22.7,22.7,24.39,24.39,24.39,27.53,27.53,27.53,31.1,31.1,31.1,32.53,32.53,32.53,33.23,33.23
ROW18:32.7,31.03,31.03,31.03,26.8,26.8,26.8,25.53,25.53,25.29,25.29,25.29,24.86,24.86,24.86,24.64,24.64,24.64,26.3,26.3,26.3,28.54,28.54,28.54,30.23,30.23,31.14,31.14,31.14,31.13
ROW19:31.38,31.38,31.38,26.51,26.51,25.7,25.7,25.7,25.58,25.58,25.58,25.48,25.48,25.48,25.2,25.2,25.2,25.97,25.97,25.97,27.35,27.35,28.51,28.51,28.51,29.29,29.29,29.29,29.69,29.69
ROW20:29.14,26.42,26.42,26.42,25.76,25.76,25.76,25.54,25.54,25.54,25.17,25.17,25.17,25.08,25.08,26.04,26.04,26.04,26.8,26.8,26.8,27.32,27.32,27.32,27.47,27.47,27.47,27.75,27.75,27.75
ROW21:27.82,27.82,27.82,26.29,26.29,26.29,25.75,25.75,25.75,25.63,25.63,25.29,25.29,25.29,25.35,25.35,25.35,26.29,26.29,26.29,26.57,26.57,26.57,26.86,26.86,26.85,26.85,26.85,26.58,26.58
ROW22:26.63,26.63,26.25,26.25,26.1,26.1,26.1,25.79,25.79,25.79,25.45,25.45,25.45,25.39,25.39,25.39,25.95,25.95,25.95,26.42,26.42,26.63,26.63,26.63,26.76,26.76,26.76,26.54,26.54,26.54
ROW23:26.51,26.51,26.51,26.2,26.2,26.2,26.03,26.03,26.03,25.58,25.58,25.58,25.35,25.35,25.51,25.51,25.51,26.47,26.47,26.47,26.64,26.64,26.64,26.82,26.82,26.82,26.48,26.48,26.48,26.48
ROW24:26.19,26.19,25.8,25.8,25.8,25.79,25.79,26.03,26.03,26.03,25.54,25.54,25.54,25.13,25.13,25.13,26.2,26.2,26.2,26.48,26.48,26.48,26.6,26.6,26.32,26.32,26.32,26.25,26.25,26.25
ROW25:26.23,26.2,26.2,25.91,25.91,25.91,26.03,26.03,26.03,26.04,26.04,26.04,25.41,25.41,25.41,26.04,26.04,26.79,26.79,26.79,26.76,26.76,26.76,26.36,26.36,26.36,26.2,26.2,26.2,26.25
ROW26:26.42,26.42,25.91,25.91,25.91,25.98,25.98,25.98,26.17,26.17,25.69,25.69,25.69,25.67,25.67,25.67,26.7,26.7,26.7,26.98,26.98,26.98,26.76,26.76,26.76,26.14,26.14,26.17,26.17,26.17
ROW27:26.32,26.1,26.1,26.1,26.07,26.07,26.07,26.07,26.07,25.89,25.89,25.89,25.82,25.82,25.82,26.82,26.82,26.82,26.97,26.97,26.75,26.75,26.75,26.19,26.19,26.19,25.91,25.91,25.91,26.19
ROW28:25.85,25.85,25.91,25.91,25.91,25.95,25.95,25.95,25.86,25.86,25.86,25.76,25.76,26.17,26.17,26.17,26.89,26.89,26.89,26.42,26.42,26.42,26.26,26.26,26.26,25.91,25.91,25.91,25.98,25.98
ROW29:26.41,26.25,26.25,26.25,26.07,26.07,26.07,26.23,26.23,26.3,26.3,26.3,26.14,26.14,26.14,26.64,26.64,26.64,26.67,26.67,26.67,26.51,26.51,25.91,25.91,25.91,25.91,25.91,25.91,26.03
